99,208.3939393939394
199,224.32
299,220.63
399,228.29
499,224.93
599,255.98
699,250.93
799,255.0
899,232.27
999,268.92
1099,286.77
1199,290.56
1299,305.81
1399,336.44
1499,321.4
1599,334.55
1699,375.63
1799,386.23
1899,410.12
1999,427.87
2099,475.9
2199,487.75
2299,587.6
2399,588.14
2499,701.87
2599,733.03
2699,838.61
