99,0.49656779130718354
199,0.4902705822816711
299,0.4814531552616929
399,0.4761028072475668
499,0.4690614958578675
599,0.46332574439072843
699,0.4580671120892243
799,0.4533824621211815
899,0.4431656345467821
999,0.43798857755144716
1099,0.4311473841921775
1199,0.4298091327817259
1299,0.4251162905102232
1399,0.41971391505961714
1499,0.42499698489066495
1599,0.41708009804385476
1699,0.3995226392866701
1799,0.4070115262891254
1899,0.40418686638182616
1999,0.41326091291738015
2099,0.4005099908661343
2199,0.38850232348114927
2299,0.39133634659565714
2399,0.36738558212123096
2499,0.36791226133244775
2599,0.36763018175630097
2699,0.35807393307891816
